n_rows,n_cols,n_refs,solver,n_iter_max,n_iter_min,n_iter_sum,n_processors,n_coords,dt_init,dt_build_S,dt_build_rhs,dt_solve,t_cp_comm,t_if_comm,glob_b0,glob_b1,glob_b2,glob_b3
4,4,5,cg,303,303,4848,16,16641,100851,736,9574,361970,94187,89286,1,0,0,0
4,4,5,cg,303,303,4848,16,16641,110673,618,9707,375437,93939,91696,1,0,0,0
4,4,5,cg,303,303,4848,16,16641,100537,546,10285,377580,92802,93542,1,0,0,0
4,4,5,cg,303,303,4848,16,16641,110827,811,9617,368126,88333,90421,1,0,0,0
4,4,5,cg,303,303,4848,16,16641,110673,688,9882,358393,83263,87833,1,0,0,0
4,4,5,cg,303,303,4848,16,16641,110799,494,9774,366647,85729,89708,1,0,0,0
2,2,10,cg,5230,5230,20920,4,4198401,636166,106911,43686,268974070,241244,201007,1,0,0,0
2,2,3,cg,36,36,144,4,289,105,38,6,259,53,43,1,0,0,0
2,2,3,cg,36,36,144,4,289,112,46,8,312,64,46,1,0,0,0
2,2,3,cg,36,36,144,4,289,109,38,7,258,49,41,1,0,0,0
2,2,3,cg,36,36,144,4,289,177,44,10,358,58,47,1,0,0,0
2,2,3,cg,36,36,144,4,289,136,42,8,478,84,76,1,0,0,0
2,2,3,cg,36,36,144,4,289,186,73,13,572,109,92,1,0,0,0
2,2,3,cg,36,36,144,4,289,185,55,12,418,72,59,1,0,0,0
2,2,3,cg,36,36,144,4,289,116,44,8,306,56,43,1,0,0,0
2,2,3,cg,36,36,144,4,289,111,50,8,249,47,42,1,0,0,0
2,2,3,cg,36,36,144,4,289,168,62,10,324,55,46,1,0,0,0
2,2,3,cg,36,36,144,4,289,139,99,7,476,92,76,1,0,0,0
2,2,3,cg,36,36,144,4,289,117,41,8,307,58,43,1,0,0,0
2,2,3,cg,36,36,144,4,289,135,55,12,363,59,51,1,0,0,0
2,2,3,cg,36,36,144,4,289,172,53,11,370,55,52,1,0,0,0
2,2,3,cg,36,36,144,4,289,118,66,8,296,52,40,1,0,0,0
2,2,3,cg,36,36,144,4,289,110,37,6,295,58,50,1,0,0,0
2,2,3,cg,36,36,144,4,289,139,48,9,359,68,58,1,0,0,0
2,2,3,cg,36,36,144,4,289,104,42,7,253,52,44,1,0,0,0
2,2,3,cg,36,36,144,4,289,112,35,7,241,44,39,1,0,0,0
2,2,3,cg,36,36,144,4,289,153,57,11,450,86,59,1,0,0,0
2,2,3,cg,36,36,144,4,289,182,54,12,389,64,56,1,0,0,0
2,2,3,cg,36,36,144,4,289,109,36,7,258,46,41,1,0,0,0
2,2,3,cg,36,36,144,4,289,106,46,7,305,52,44,1,0,0,0
2,2,3,cg,36,36,144,4,289,317,67,14,655,122,112,1,0,0,0
2,2,3,cg,36,36,144,4,289,178,70,8,299,50,40,1,0,0,0
2,2,3,cg,36,36,144,4,289,142,33,8,309,48,43,1,0,0,0
2,2,3,cg,36,36,144,4,289,208,61,14,468,76,71,1,0,0,0
2,2,3,cg,36,36,144,4,289,118,37,9,303,57,48,1,0,0,0
2,2,3,cg,36,36,144,4,289,154,51,11,345,58,50,1,0,0,0
2,2,3,cg,36,36,144,4,289,136,53,9,304,51,41,1,0,0,0
2,2,3,cg,36,36,144,4,289,110,41,9,329,68,46,1,0,0,0
2,2,3,cg,36,36,144,4,289,125,42,9,303,55,43,1,0,0,0
2,2,3,cg,36,36,144,4,289,139,46,9,642,115,104,1,0,0,0
2,2,3,cg,36,36,144,4,289,139,53,12,375,69,58,1,0,0,0
2,2,3,cg,36,36,144,4,289,115,39,7,276,57,41,1,0,0,0
2,2,3,cg,36,36,144,4,289,145,98,18,751,154,132,1,0,0,0
2,2,3,cg,36,36,144,4,289,114,38,7,260,51,42,1,0,0,0
2,2,3,cg,36,36,144,4,289,229,58,14,625,81,85,1,0,0,0
2,2,3,cg,36,36,144,4,289,161,61,11,423,78,63,1,0,0,0
2,2,3,cg,36,36,144,4,289,152,41,9,306,45,42,1,0,0,0
2,2,3,cg,36,36,144,4,289,199,72,16,512,101,70,1,0,0,0
2,2,3,cg,36,36,144,4,289,169,50,11,392,61,53,1,0,0,0
2,2,3,cg,36,36,144,4,289,116,36,6,598,107,88,1,0,0,0
2,2,3,cg,36,36,144,4,289,157,53,11,379,62,51,1,0,0,0
2,2,3,cg,36,36,144,4,289,153,53,11,349,60,48,1,0,0,0
2,2,3,cg,36,36,144,4,289,145,39,9,311,49,42,1,0,0,0
2,2,3,cg,36,36,144,4,289,232,56,15,505,74,65,1,0,0,0
2,2,3,cg,36,36,144,4,289,111,44,9,301,60,46,1,0,0,0
2,2,3,cg,36,36,144,4,289,142,46,8,618,112,95,1,0,0,0
2,2,3,cg,36,36,144,4,289,151,46,9,367,64,62,1,0,0,0
2,2,6,cg,303,303,1212,4,16641,5803,473,176,35201,606,492,1,0,0,0
2,2,6,cg,303,303,1212,4,16641,6636,457,179,36194,812,498,1,0,0,0
2,2,6,cg,303,303,1212,4,16641,3189,885,313,57629,4523,516,1,0,0,0
2,2,6,cg,303,303,1212,4,16641,6664,476,174,36188,735,564,1,0,0,0
2,2,6,cg,303,303,1212,4,16641,6844,469,175,36120,710,517,1,0,0,0
2,2,6,cg,303,303,1212,4,16641,6622,470,198,35570,713,507,1,0,0,0
2,2,6,cg,303,303,1212,4,16641,3033,912,297,49786,3272,538,1,0,0,0
2,2,6,cg,303,303,1212,4,16641,3048,902,316,55574,4494,534,1,0,0,0
2,2,6,cg,303,303,1212,4,16641,3345,918,297,57590,4680,569,1,0,0,0
2,2,6,cg,303,303,1212,4,16641,5769,458,181,35449,675,512,1,0,0,0
2,2,6,cg,303,303,1212,4,16641,3487,899,319,42788,2136,525,1,0,0,0
2,2,6,cg,303,303,1212,4,16641,6729,494,175,35153,598,493,1,0,0,0
